,index,ts_code,symbol,name,area,industry,market,list_date
1892,1892,300451.SZ,300451,创业慧康,浙江,软件服务,创业板,20150514
1893,1893,300452.SZ,300452,山河药辅,安徽,化学制药,创业板,20150515
1894,1894,300453.SZ,300453,三鑫医疗,江西,医疗保健,创业板,20150515
1895,1895,300454.SZ,300454,深信服,深圳,软件服务,创业板,20180516
1896,1896,300455.SZ,300455,康拓红外,北京,运输设备,创业板,20150515
1897,1897,300456.SZ,300456,赛微电子,北京,元器件,创业板,20150514
1898,1898,300457.SZ,300457,赢合科技,深圳,专用机械,创业板,20150514
1899,1899,300458.SZ,300458,全志科技,广东,元器件,创业板,20150515
1900,1900,300459.SZ,300459,金科文化,浙江,互联网,创业板,20150515
1901,1901,300460.SZ,300460,惠伦晶体,广东,元器件,创业板,20150515
1902,1902,300461.SZ,300461,田中精机,浙江,专用机械,创业板,20150519
1903,1903,300462.SZ,300462,华铭智能,上海,专用机械,创业板,20150527
1904,1904,300463.SZ,300463,迈克生物,四川,医疗保健,创业板,20150528
1905,1905,300464.SZ,300464,星徽股份,广东,机械基件,创业板,20150610
1906,1906,300465.SZ,300465,高伟达,北京,软件服务,创业板,20150528
1907,1907,300466.SZ,300466,赛摩智能,江苏,电器仪表,创业板,20150528
1908,1908,300467.SZ,300467,迅游科技,四川,互联网,创业板,20150527
1909,1909,300468.SZ,300468,四方精创,深圳,软件服务,创业板,20150527
1910,1910,300469.SZ,300469,信息发展,上海,软件服务,创业板,20150611
1911,1911,300470.SZ,300470,中密控股,四川,机械基件,创业板,20150612
1912,1912,300471.SZ,300471,厚普股份,四川,专用机械,创业板,20150611
1913,1913,300472.SZ,300472,新元科技,江西,专用机械,创业板,20150611
1914,1914,300473.SZ,300473,德尔股份,辽宁,汽车配件,创业板,20150612
1915,1915,300474.SZ,300474,景嘉微,湖南,元器件,创业板,20160331
1916,1916,300475.SZ,300475,聚隆科技,安徽,专用机械,创业板,20150610
1917,1917,300476.SZ,300476,胜宏科技,广东,元器件,创业板,20150611
1918,1918,300477.SZ,300477,合纵科技,北京,电气设备,创业板,20150610
1919,1919,300478.SZ,300478,杭州高新,浙江,橡胶,创业板,20150610
1920,1920,300479.SZ,300479,神思电子,山东,软件服务,创业板,20150612
1921,1921,300480.SZ,300480,光力科技,河南,专用机械,创业板,20150702
1922,1922,300481.SZ,300481,濮阳惠成,河南,化工原料,创业板,20150630
1923,1923,300482.SZ,300482,万孚生物,广东,医疗保健,创业板,20150630
1924,1924,300483.SZ,300483,首华燃气,上海,石油开采,创业板,20150630
1925,1925,300484.SZ,300484,蓝海华腾,深圳,电气设备,创业板,20160322
1926,1926,300485.SZ,300485,赛升药业,北京,生物制药,创业板,20150626
1927,1927,300486.SZ,300486,东杰智能,山西,专用机械,创业板,20150630
1928,1928,300487.SZ,300487,蓝晓科技,陕西,化工原料,创业板,20150702
1929,1929,300488.SZ,300488,恒锋工具,浙江,机械基件,创业板,20150701
1930,1930,300489.SZ,300489,中飞股份,黑龙江,铝,创业板,20150701
1931,1931,300490.SZ,300490,华自科技,湖南,电气设备,创业板,20151231
1932,1932,300491.SZ,300491,通合科技,河北,电气设备,创业板,20151231
1933,1933,300492.SZ,300492,华图山鼎,四川,建筑工程,创业板,20151223
1934,1934,300493.SZ,300493,润欣科技,上海,通信设备,创业板,20151210
1935,1935,300494.SZ,300494,盛天网络,湖北,互联网,创业板,20151231
1936,1936,300495.SZ,300495,美尚生态,江苏,环境保护,创业板,20151222
1937,1937,300496.SZ,300496,中科创达,北京,软件服务,创业板,20151210
1938,1938,300497.SZ,300497,富祥药业,江西,化学制药,创业板,20151222
1939,1939,300498.SZ,300498,温氏股份,广东,农业综合,创业板,20151102
1940,1940,300499.SZ,300499,高澜股份,广东,专用机械,创业板,20160202
1941,1941,300500.SZ,300500,启迪设计,江苏,建筑工程,创业板,20160204
1942,1942,300501.SZ,300501,海顺新材,上海,广告包装,创业板,20160204
1943,1943,300502.SZ,300502,新易盛,四川,通信设备,创业板,20160303
1944,1944,300503.SZ,300503,昊志机电,广东,机械基件,创业板,20160309
1945,1945,300504.SZ,300504,天邑股份,四川,通信设备,创业板,20180330
1946,1946,300505.SZ,300505,川金诺,云南,化工原料,创业板,20160315
1947,1947,300506.SZ,300506,名家汇,深圳,建筑工程,创业板,20160324
1948,1948,300507.SZ,300507,苏奥传感,江苏,汽车配件,创业板,20160429
1949,1949,300508.SZ,300508,维宏股份,上海,软件服务,创业板,20160419
1950,1950,300509.SZ,300509,新美星,江苏,专用机械,创业板,20160425
1951,1951,300510.SZ,300510,金冠股份,吉林,电气设备,创业板,20160506
1952,1952,300511.SZ,300511,雪榕生物,上海,种植业,创业板,20160504
1953,1953,300512.SZ,300512,中亚股份,浙江,专用机械,创业板,20160526
1954,1954,300513.SZ,300513,恒实科技,北京,软件服务,创业板,20160530
1955,1955,300514.SZ,300514,友讯达,深圳,通信设备,创业板,20170426
1956,1956,300515.SZ,300515,三德科技,湖南,电器仪表,创业板,20160608
1957,1957,300516.SZ,300516,久之洋,湖北,电器仪表,创业板,20160602
1958,1958,300517.SZ,300517,海波重科,湖北,建筑工程,创业板,20160719
1959,1959,300518.SZ,300518,盛讯达,深圳,软件服务,创业板,20160624
1960,1960,300519.SZ,300519,新光药业,浙江,中成药,创业板,20160624
1961,1961,300520.SZ,300520,科大国创,安徽,软件服务,创业板,20160708
1962,1962,300521.SZ,300521,爱司凯,广东,专用机械,创业板,20160705
1963,1963,300522.SZ,300522,世名科技,江苏,染料涂料,创业板,20160705
1964,1964,300523.SZ,300523,辰安科技,北京,软件服务,创业板,20160726
1965,1965,300525.SZ,300525,博思软件,福建,软件服务,创业板,20160726
1966,1966,300526.SZ,300526,中潜股份,广东,专用机械,创业板,20160802
1967,1967,300527.SZ,300527,中船应急,湖北,专用机械,创业板,20160805
1968,1968,300528.SZ,300528,幸福蓝海,江苏,影视音像,创业板,20160808
1969,1969,300529.SZ,300529,健帆生物,广东,医疗保健,创业板,20160802
1970,1970,300530.SZ,300530,达志科技,广东,化工原料,创业板,20160809
1971,1971,300531.SZ,300531,优博讯,深圳,软件服务,创业板,20160809
1972,1972,300532.SZ,300532,今天国际,深圳,软件服务,创业板,20160818
1973,1973,300533.SZ,300533,冰川网络,深圳,软件服务,创业板,20160818
1974,1974,300534.SZ,300534,陇神戎发,甘肃,中成药,创业板,20160913
1975,1975,300535.SZ,300535,达威股份,四川,化工原料,创业板,20160812
1976,1976,300536.SZ,300536,农尚环境,湖北,建筑工程,创业板,20160920
1977,1977,300537.SZ,300537,广信材料,江苏,染料涂料,创业板,20160830
1978,1978,300538.SZ,300538,同益股份,深圳,批发业,创业板,20160826
1979,1979,300539.SZ,300539,横河模具,浙江,塑料,创业板,20160830
1980,1980,300540.SZ,300540,深冷股份,四川,专用机械,创业板,20160823
1981,1981,300541.SZ,300541,先进数通,北京,软件服务,创业板,20160913
1982,1982,300542.SZ,300542,新晨科技,北京,软件服务,创业板,20160920
1983,1983,300543.SZ,300543,朗科智能,深圳,电气设备,创业板,20160908
1984,1984,300545.SZ,300545,联得装备,深圳,专用机械,创业板,20160928
1985,1985,300546.SZ,300546,雄帝科技,深圳,元器件,创业板,20160928
1986,1986,300547.SZ,300547,川环科技,四川,橡胶,创业板,20160930
1987,1987,300548.SZ,300548,博创科技,浙江,元器件,创业板,20161012
1988,1988,300549.SZ,300549,优德精密,江苏,专用机械,创业板,20160930
1989,1989,300550.SZ,300550,和仁科技,浙江,软件服务,创业板,20161018
1990,1990,300551.SZ,300551,古鳌科技,上海,IT设备,创业板,20161018
1991,1991,300552.SZ,300552,万集科技,北京,软件服务,创业板,20161021
1992,1992,300553.SZ,300553,集智股份,浙江,电器仪表,创业板,20161021
1993,1993,300554.SZ,300554,三超新材,江苏,矿物制品,创业板,20170421
1994,1994,300555.SZ,300555,路通视信,江苏,通信设备,创业板,20161018
1995,1995,300556.SZ,300556,丝路视觉,深圳,软件服务,创业板,20161104
1996,1996,300557.SZ,300557,理工光科,湖北,电器仪表,创业板,20161101
1997,1997,300558.SZ,300558,贝达药业,浙江,化学制药,创业板,20161107
1998,1998,300559.SZ,300559,佳发教育,四川,软件服务,创业板,20161101
1999,1999,300560.SZ,300560,中富通,福建,通信设备,创业板,20161101
2000,2000,300561.SZ,300561,汇金科技,广东,软件服务,创业板,20161117
2001,2001,300562.SZ,300562,乐心医疗,广东,医疗保健,创业板,20161116
2002,2002,300563.SZ,300563,神宇股份,江苏,通信设备,创业板,20161114
2003,2003,300564.SZ,300564,筑博设计,西藏,建筑工程,创业板,20191108
2004,2004,300565.SZ,300565,科信技术,深圳,通信设备,创业板,20161122
2005,2005,300566.SZ,300566,激智科技,浙江,元器件,创业板,20161115
2006,2006,300567.SZ,300567,精测电子,湖北,电器仪表,创业板,20161122
2007,2007,300568.SZ,300568,星源材质,深圳,化工原料,创业板,20161201
2008,2008,300569.SZ,300569,天能重工,山东,专用机械,创业板,20161125
2009,2009,300570.SZ,300570,太辰光,深圳,元器件,创业板,20161206
2010,2010,300571.SZ,300571,平治信息,浙江,互联网,创业板,20161213
2011,2011,300572.SZ,300572,安车检测,深圳,电器仪表,创业板,20161206
2012,2012,300573.SZ,300573,兴齐眼药,辽宁,化学制药,创业板,20161208
2013,2013,300575.SZ,300575,中旗股份,江苏,农药化肥,创业板,20161220
2014,2014,300576.SZ,300576,容大感光,深圳,染料涂料,创业板,20161220
2015,2015,300577.SZ,300577,开润股份,安徽,纺织,创业板,20161221
2016,2016,300578.SZ,300578,会畅通讯,上海,通信设备,创业板,20170125
2017,2017,300579.SZ,300579,数字认证,北京,软件服务,创业板,20161223
2018,2018,300580.SZ,300580,贝斯特,江苏,汽车配件,创业板,20170111
2019,2019,300581.SZ,300581,晨曦航空,陕西,航空,创业板,20161220
2020,2020,300582.SZ,300582,英飞特,浙江,半导体,创业板,20161228
2021,2021,300583.SZ,300583,赛托生物,山东,生物制药,创业板,20170106
2022,2022,300584.SZ,300584,海辰药业,江苏,化学制药,创业板,20170112
2023,2023,300585.SZ,300585,奥联电子,江苏,汽车配件,创业板,20161229
2024,2024,300586.SZ,300586,美联新材,广东,化工原料,创业板,20170104
2025,2025,300587.SZ,300587,天铁股份,浙江,橡胶,创业板,20170105
2026,2026,300588.SZ,300588,熙菱信息,新疆,软件服务,创业板,20170105
2027,2027,300589.SZ,300589,江龙船艇,广东,船舶,创业板,20170113
2028,2028,300590.SZ,300590,移为通信,上海,通信设备,创业板,20170111
2029,2029,300591.SZ,300591,万里马,广东,服饰,创业板,20170110
2030,2030,300592.SZ,300592,华凯创意,湖南,软件服务,创业板,20170120
2031,2031,300593.SZ,300593,新雷能,北京,电气设备,创业板,20170113
2032,2032,300594.SZ,300594,朗进科技,山东,运输设备,创业板,20190621
2033,2033,300595.SZ,300595,欧普康视,安徽,医疗保健,创业板,20170117
2034,2034,300596.SZ,300596,利安隆,天津,化工原料,创业板,20170119
2035,2035,300597.SZ,300597,吉大通信,吉林,通信设备,创业板,20170123
2036,2036,300598.SZ,300598,诚迈科技,江苏,软件服务,创业板,20170120
2037,2037,300599.SZ,300599,雄塑科技,广东,塑料,创业板,20170123
2038,2038,300600.SZ,300600,国瑞科技,江苏,电气设备,创业板,20170125
2039,2039,300601.SZ,300601,康泰生物,深圳,生物制药,创业板,20170207
2040,2040,300602.SZ,300602,飞荣达,深圳,元器件,创业板,20170126
2041,2041,300603.SZ,300603,立昂技术,新疆,通信设备,创业板,20170126
2042,2042,300604.SZ,300604,长川科技,浙江,专用机械,创业板,20170417
2043,2043,300605.SZ,300605,恒锋信息,福建,软件服务,创业板,20170208
2044,2044,300606.SZ,300606,金太阳,广东,矿物制品,创业板,20170208
2045,2045,300607.SZ,300607,拓斯达,广东,专用机械,创业板,20170209
2046,2046,300608.SZ,300608,思特奇,北京,软件服务,创业板,20170213
2047,2047,300609.SZ,300609,汇纳科技,上海,互联网,创业板,20170215
2048,2048,300610.SZ,300610,晨化股份,江苏,化工原料,创业板,20170213
2049,2049,300611.SZ,300611,美力科技,浙江,机械基件,创业板,20170220
2050,2050,300612.SZ,300612,宣亚国际,北京,广告包装,创业板,20170215
2051,2051,300613.SZ,300613,富瀚微,上海,半导体,创业板,20170220
2052,2052,300615.SZ,300615,欣天科技,深圳,元器件,创业板,20170215
2053,2053,300616.SZ,300616,尚品宅配,广东,家居用品,创业板,20170307
2054,2054,300617.SZ,300617,安靠智电,江苏,电气设备,创业板,20170228
2055,2055,300618.SZ,300618,寒锐钴业,江苏,小金属,创业板,20170306
2056,2056,300619.SZ,300619,金银河,广东,专用机械,创业板,20170301
2057,2057,300620.SZ,300620,光库科技,广东,元器件,创业板,20170310
2058,2058,300621.SZ,300621,维业股份,深圳,装修装饰,创业板,20170316
2059,2059,300622.SZ,300622,博士眼镜,深圳,其他商业,创业板,20170315
2060,2060,300623.SZ,300623,捷捷微电,江苏,半导体,创业板,20170314
2061,2061,300624.SZ,300624,万兴科技,西藏,软件服务,创业板,20180118
2062,2062,300625.SZ,300625,三雄极光,广东,半导体,创业板,20170317
2063,2063,300626.SZ,300626,华瑞股份,浙江,电气设备,创业板,20170320
2064,2064,300627.SZ,300627,华测导航,上海,通信设备,创业板,20170321
2065,2065,300628.SZ,300628,亿联网络,福建,通信设备,创业板,20170317
2066,2066,300629.SZ,300629,新劲刚,广东,元器件,创业板,20170324
2067,2067,300630.SZ,300630,普利制药,海南,化学制药,创业板,20170328
2068,2068,300631.SZ,300631,久吾高科,江苏,环境保护,创业板,20170323
2069,2069,300632.SZ,300632,光莆股份,福建,半导体,创业板,20170406
2070,2070,300633.SZ,300633,开立医疗,深圳,医疗保健,创业板,20170406
2071,2071,300634.SZ,300634,彩讯股份,深圳,软件服务,创业板,20180323
2072,2072,300635.SZ,300635,中达安,广东,建筑工程,创业板,20170331
2073,2073,300636.SZ,300636,同和药业,江西,化学制药,创业板,20170331
2074,2074,300637.SZ,300637,扬帆新材,浙江,化工原料,创业板,20170412
2075,2075,300638.SZ,300638,广和通,深圳,通信设备,创业板,20170413
2076,2076,300639.SZ,300639,凯普生物,广东,医疗保健,创业板,20170412
2077,2077,300640.SZ,300640,德艺文创,福建,文教休闲,创业板,20170417
2078,2078,300641.SZ,300641,正丹股份,江苏,化工原料,创业板,20170418
2079,2079,300642.SZ,300642,透景生命,上海,医疗保健,创业板,20170421
2080,2080,300643.SZ,300643,万通智控,浙江,汽车配件,创业板,20170505
2081,2081,300644.SZ,300644,南京聚隆,江苏,塑料,创业板,20180206
2082,2082,300645.SZ,300645,正元智慧,浙江,软件服务,创业板,20170421
2083,2083,300647.SZ,300647,超频三,深圳,元器件,创业板,20170503
2084,2084,300648.SZ,300648,星云股份,福建,电器仪表,创业板,20170425
2085,2085,300649.SZ,300649,杭州园林,浙江,建筑工程,创业板,20170505
2086,2086,300650.SZ,300650,太龙照明,福建,电气设备,创业板,20170503
2087,2087,300651.SZ,300651,金陵体育,江苏,文教休闲,创业板,20170509
2088,2088,300652.SZ,300652,雷迪克,浙江,汽车配件,创业板,20170516
2089,2089,300653.SZ,300653,正海生物,山东,医疗保健,创业板,20170516
2090,2090,300654.SZ,300654,世纪天鸿,山东,出版业,创业板,20170926
2091,2091,300655.SZ,300655,晶瑞股份,江苏,化工原料,创业板,20170523
2092,2092,300656.SZ,300656,民德电子,深圳,IT设备,创业板,20170519
2093,2093,300657.SZ,300657,弘信电子,福建,元器件,创业板,20170523
2094,2094,300658.SZ,300658,延江股份,福建,纺织,创业板,20170602
2095,2095,300659.SZ,300659,中孚信息,山东,软件服务,创业板,20170526
2096,2096,300660.SZ,300660,江苏雷利,江苏,电气设备,创业板,20170602
2097,2097,300661.SZ,300661,圣邦股份,北京,元器件,创业板,20170606
2098,2098,300662.SZ,300662,科锐国际,北京,综合类,创业板,20170608
2099,2099,300663.SZ,300663,科蓝软件,北京,软件服务,创业板,20170608
2100,2100,300664.SZ,300664,鹏鹞环保,江苏,环境保护,创业板,20180105
2101,2101,300665.SZ,300665,飞鹿股份,湖南,染料涂料,创业板,20170613
2102,2102,300666.SZ,300666,江丰电子,浙江,元器件,创业板,20170615
2103,2103,300667.SZ,300667,必创科技,北京,电器仪表,创业板,20170619
2104,2104,300668.SZ,300668,杰恩设计,深圳,装修装饰,创业板,20170619
2105,2105,300669.SZ,300669,沪宁股份,浙江,机械基件,创业板,20170629
2106,2106,300670.SZ,300670,大烨智能,江苏,电气设备,创业板,20170703
2107,2107,300671.SZ,300671,富满电子,深圳,半导体,创业板,20170705
2108,2108,300672.SZ,300672,国科微,湖南,半导体,创业板,20170712
2109,2109,300673.SZ,300673,佩蒂股份,浙江,饲料,创业板,20170711
2110,2110,300674.SZ,300674,宇信科技,北京,软件服务,创业板,20181107
2111,2111,300675.SZ,300675,建科院,深圳,建筑工程,创业板,20170719
2112,2112,300676.SZ,300676,华大基因,深圳,医疗保健,创业板,20170714
2113,2113,300677.SZ,300677,英科医疗,山东,医疗保健,创业板,20170721
2114,2114,300678.SZ,300678,中科信息,四川,软件服务,创业板,20170728
2115,2115,300679.SZ,300679,电连技术,深圳,元器件,创业板,20170731
2116,2116,300680.SZ,300680,隆盛科技,江苏,汽车配件,创业板,20170725
2117,2117,300681.SZ,300681,英搏尔,广东,汽车配件,创业板,20170725
2118,2118,300682.SZ,300682,朗新科技,江苏,软件服务,创业板,20170801
2119,2119,300683.SZ,300683,海特生物,湖北,生物制药,创业板,20170808
2120,2120,300684.SZ,300684,中石科技,北京,化工原料,创业板,20171227
2121,2121,300685.SZ,300685,艾德生物,福建,生物制药,创业板,20170802
2122,2122,300686.SZ,300686,智动力,深圳,元器件,创业板,20170804
2123,2123,300687.SZ,300687,赛意信息,广东,软件服务,创业板,20170803
2124,2124,300688.SZ,300688,创业黑马,北京,综合类,创业板,20170810
2125,2125,300689.SZ,300689,澄天伟业,深圳,元器件,创业板,20170809
2126,2126,300690.SZ,300690,双一科技,山东,电气设备,创业板,20170808
2127,2127,300691.SZ,300691,联合光电,广东,元器件,创业板,20170811
2128,2128,300692.SZ,300692,中环环保,安徽,环境保护,创业板,20170821
2129,2129,300693.SZ,300693,盛弘股份,深圳,电气设备,创业板,20170822
2130,2130,300694.SZ,300694,蠡湖股份,江苏,汽车配件,创业板,20181015
2131,2131,300695.SZ,300695,兆丰股份,浙江,汽车配件,创业板,20170908
2132,2132,300696.SZ,300696,爱乐达,四川,航空,创业板,20170822
2133,2133,300697.SZ,300697,电工合金,江苏,铜,创业板,20170907
2134,2134,300698.SZ,300698,万马科技,浙江,通信设备,创业板,20170831
2135,2135,300699.SZ,300699,光威复材,山东,化工原料,创业板,20170901
2136,2136,300700.SZ,300700,岱勒新材,湖南,矿物制品,创业板,20170912
2137,2137,300701.SZ,300701,森霸传感,河南,元器件,创业板,20170915
2138,2138,300702.SZ,300702,天宇股份,浙江,化学制药,创业板,20170919
2139,2139,300703.SZ,300703,创源股份,浙江,文教休闲,创业板,20170919
2140,2140,300705.SZ,300705,九典制药,湖南,化学制药,创业板,20171010
2141,2141,300706.SZ,300706,阿石创,福建,元器件,创业板,20170926
2142,2142,300707.SZ,300707,威唐工业,江苏,专用机械,创业板,20171010
2143,2143,300708.SZ,300708,聚灿光电,江苏,半导体,创业板,20171016
2144,2144,300709.SZ,300709,精研科技,江苏,元器件,创业板,20171019
2145,2145,300710.SZ,300710,万隆光电,浙江,通信设备,创业板,20171019
2146,2146,300711.SZ,300711,广哈通信,广东,通信设备,创业板,20171101
2147,2147,300712.SZ,300712,永福股份,福建,建筑工程,创业板,20171031
2148,2148,300713.SZ,300713,英可瑞,深圳,电气设备,创业板,20171101
2149,2149,300715.SZ,300715,凯伦股份,江苏,其他建材,创业板,20171026
2150,2150,300716.SZ,300716,国立科技,广东,塑料,创业板,20171109
2151,2151,300717.SZ,300717,华信新材,江苏,塑料,创业板,20171106
2152,2152,300718.SZ,300718,长盛轴承,浙江,机械基件,创业板,20171106
2153,2153,300719.SZ,300719,安达维尔,北京,航空,创业板,20171109
2154,2154,300720.SZ,300720,海川智能,广东,电器仪表,创业板,20171106
2155,2155,300721.SZ,300721,怡达股份,江苏,化工原料,创业板,20171115
2156,2156,300722.SZ,300722,新余国科,江西,专用机械,创业板,20171110
2157,2157,300723.SZ,300723,一品红,广东,化学制药,创业板,20171116
2158,2158,300724.SZ,300724,捷佳伟创,深圳,专用机械,创业板,20180810
2159,2159,300725.SZ,300725,药石科技,江苏,化学制药,创业板,20171110
2160,2160,300726.SZ,300726,宏达电子,湖南,元器件,创业板,20171121
2161,2161,300727.SZ,300727,润禾材料,浙江,化工原料,创业板,20171127
2162,2162,300729.SZ,300729,乐歌股份,浙江,家居用品,创业板,20171201
2163,2163,300730.SZ,300730,科创信息,湖南,软件服务,创业板,20171205
2164,2164,300731.SZ,300731,科创新源,深圳,橡胶,创业板,20171208
2165,2165,300732.SZ,300732,设研院,河南,建筑工程,创业板,20171212
2166,2166,300733.SZ,300733,西菱动力,四川,汽车配件,创业板,20180116
2167,2167,300735.SZ,300735,光弘科技,广东,通信设备,创业板,20171229
2168,2168,300736.SZ,300736,百邦科技,北京,通信设备,创业板,20180109
2169,2169,300737.SZ,300737,科顺股份,广东,其他建材,创业板,20180125
2170,2170,300738.SZ,300738,奥飞数据,广东,电信运营,创业板,20180119
2171,2171,300739.SZ,300739,明阳电路,深圳,元器件,创业板,20180201
2172,2172,300740.SZ,300740,御家汇,湖南,日用化工,创业板,20180208
2173,2173,300741.SZ,300741,华宝股份,西藏,食品,创业板,20180301
2174,2174,300742.SZ,300742,越博动力,江苏,汽车配件,创业板,20180508
2175,2175,300743.SZ,300743,天地数码,浙江,IT设备,创业板,20180427
2176,2176,300745.SZ,300745,欣锐科技,深圳,汽车配件,创业板,20180523
2177,2177,300746.SZ,300746,汉嘉设计,浙江,建筑工程,创业板,20180525
2178,2178,300747.SZ,300747,锐科激光,湖北,元器件,创业板,20180625
2179,2179,300748.SZ,300748,金力永磁,江西,元器件,创业板,20180921
2180,2180,300749.SZ,300749,顶固集创,广东,家居用品,创业板,20180925
2181,2181,300750.SZ,300750,宁德时代,福建,电气设备,创业板,20180611
2182,2182,300751.SZ,300751,迈为股份,江苏,专用机械,创业板,20181109
2183,2183,300752.SZ,300752,隆利科技,深圳,元器件,创业板,20181130
2184,2184,300753.SZ,300753,爱朋医疗,江苏,医疗保健,创业板,20181213
2185,2185,300755.SZ,300755,华致酒行,云南,其他商业,创业板,20190129
2186,2186,300756.SZ,300756,中山金马,广东,专用机械,创业板,20181228
2187,2187,300757.SZ,300757,罗博特科,江苏,专用机械,创业板,20190108
2188,2188,300758.SZ,300758,七彩化学,辽宁,染料涂料,创业板,20190222
2189,2189,300759.SZ,300759,康龙化成,北京,化学制药,创业板,20190128
2190,2190,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,创业板,20181016
2191,2191,300761.SZ,300761,立华股份,江苏,农业综合,创业板,20190218
2192,2192,300762.SZ,300762,上海瀚讯,上海,通信设备,创业板,20190314
2193,2193,300763.SZ,300763,锦浪科技,浙江,电气设备,创业板,20190319
2194,2194,300765.SZ,300765,新诺威,河北,食品,创业板,20190322
2195,2195,300766.SZ,300766,每日互动,浙江,互联网,创业板,20190325
2196,2196,300767.SZ,300767,震安科技,云南,橡胶,创业板,20190329
2197,2197,300768.SZ,300768,迪普科技,浙江,软件服务,创业板,20190412
2198,2198,300769.SZ,300769,德方纳米,深圳,化工原料,创业板,20190415
2199,2199,300770.SZ,300770,新媒股份,广东,影视音像,创业板,20190419
2200,2200,300771.SZ,300771,智莱科技,深圳,IT设备,创业板,20190422
2201,2201,300772.SZ,300772,运达股份,浙江,电气设备,创业板,20190426
2202,2202,300773.SZ,300773,拉卡拉,北京,软件服务,创业板,20190425
2203,2203,300775.SZ,300775,三角防务,陕西,航空,创业板,20190521
2204,2204,300776.SZ,300776,帝尔激光,湖北,专用机械,创业板,20190517
2205,2205,300777.SZ,300777,中简科技,江苏,化纤,创业板,20190516
2206,2206,300778.SZ,300778,新城市,深圳,建筑工程,创业板,20190510
2207,2207,300779.SZ,300779,惠城环保,山东,环境保护,创业板,20190522
2208,2208,300780.SZ,300780,德恩精工,四川,机械基件,创业板,20190531
2209,2209,300781.SZ,300781,因赛集团,广东,广告包装,创业板,20190606
2210,2210,300782.SZ,300782,卓胜微,江苏,元器件,创业板,20190618
2211,2211,300783.SZ,300783,三只松鼠,安徽,食品,创业板,20190712
2212,2212,300785.SZ,300785,值得买,北京,互联网,创业板,20190715
2213,2213,300786.SZ,300786,国林科技,山东,环境保护,创业板,20190723
2214,2214,300787.SZ,300787,海能实业,江西,通信设备,创业板,20190815
2215,2215,300788.SZ,300788,中信出版,北京,出版业,创业板,20190705
2216,2216,300789.SZ,300789,唐源电气,四川,软件服务,创业板,20190828
2217,2217,300790.SZ,300790,宇瞳光学,广东,电器仪表,创业板,20190920
2218,2218,300791.SZ,300791,仙乐健康,广东,医疗保健,创业板,20190925
2219,2219,300792.SZ,300792,壹网壹创,浙江,互联网,创业板,20190927
2220,2220,300793.SZ,300793,佳禾智能,广东,IT设备,创业板,20191018
2221,2221,300795.SZ,300795,米奥会展,浙江,综合类,创业板,20191022
2222,2222,300796.SZ,300796,贝斯美,浙江,化工原料,创业板,20191115
2223,2223,300797.SZ,300797,钢研纳克,北京,电器仪表,创业板,20191101
2224,2224,300798.SZ,300798,锦鸡股份,江苏,染料涂料,创业板,20191122
2225,2225,300799.SZ,300799,左江科技,北京,软件服务,创业板,20191029
2226,2226,300800.SZ,300800,力合科技,湖南,电器仪表,创业板,20191106
2227,2227,300801.SZ,300801,泰和科技,山东,化工原料,创业板,20191128
2228,2228,300802.SZ,300802,矩子科技,上海,IT设备,创业板,20191114
2229,2229,300803.SZ,300803,指南针,北京,软件服务,创业板,20191118
2230,2230,300805.SZ,300805,电声股份,广东,广告包装,创业板,20191121
2231,2231,300806.SZ,300806,斯迪克,江苏,塑料,创业板,20191125
2232,2232,300807.SZ,300807,天迈科技,河南,软件服务,创业板,20191219
2233,2233,300808.SZ,300808,久量股份,广东,家用电器,创业板,20191129
2234,2234,300809.SZ,300809,华辰装备,江苏,机床制造,创业板,20191204
2235,2235,300810.SZ,300810,中科海讯,北京,软件服务,创业板,20191206
2236,2236,300811.SZ,300811,铂科新材,深圳,元器件,创业板,20191230
2237,2237,300812.SZ,300812,易天股份,深圳,专用机械,创业板,20200109
2238,2238,300813.SZ,300813,泰林生物,浙江,医疗保健,创业板,20200114
2239,2239,300815.SZ,300815,玉禾田,安徽,环境保护,创业板,20200123
2240,2240,300816.SZ,300816,艾可蓝,安徽,环境保护,创业板,20200210
2241,2241,300817.SZ,300817,双飞股份,浙江,机械基件,创业板,20200218
2242,2242,300818.SZ,300818,耐普矿机,江西,专用机械,创业板,20200212
2243,2243,300819.SZ,300819,聚杰微纤,江苏,化纤,创业板,20200312
2244,2244,300820.SZ,300820,英杰电气,四川,电气设备,创业板,20200213
2245,2245,300821.SZ,300821,东岳硅材,山东,化工原料,创业板,20200312
2246,2246,300822.SZ,300822,贝仕达克,深圳,元器件,创业板,20200313
2247,2247,300823.SZ,300823,建科机械,天津,专用机械,创业板,20200319
2248,2248,300824.SZ,300824,北鼎股份,深圳,家用电器,创业板,20200619
2249,2249,300825.SZ,300825,阿尔特,北京,汽车服务,创业板,20200327
2250,2250,300826.SZ,300826,测绘股份,江苏,建筑工程,创业板,20200403
2251,2251,300827.SZ,300827,上能电气,江苏,电气设备,创业板,20200410
2252,2252,300828.SZ,300828,锐新科技,天津,铝,创业板,20200421
2253,2253,300829.SZ,300829,金丹科技,河南,食品,创业板,20200422
2254,2254,300830.SZ,300830,金现代,山东,软件服务,创业板,20200506
2255,2255,300831.SZ,300831,派瑞股份,陕西,元器件,创业板,20200507
